#PARAMS:size=14993,delta_q=4
Step,Time,Average Temperature,Kinetic,Potential
38700,5505,856.605,1660.1,-52862.4
38800,5520,859.849,1666.38,-52861.2
38900,5535,853.815,1654.69,-52840.9
39000,5550,863.849,1674.14,-52853.3
39100,5565,861.645,1669.86,-52840.6
39200,5580,858.972,1664.68,-52827.1
39300,5595,866.501,1679.27,-52834.4
39400,5610,856.16,1659.23,-52805.6
39500,5625,861.182,1668.97,-52808.1
39600,5640,863.597,1673.65,-52804.9
39700,5655,860.893,1668.41,-52791.7
39800,5670,864.289,1674.99,-52790.5
39900,5685,860.212,1667.09,-52774.2
40000,5700,866.654,1679.57,-52779.4
40100,5715,859.016,1664.77,-52756.3
40200,5730,862.681,1671.87,-52756
40300,5745,859.723,1666.14,-52742.1
40400,5760,858.857,1664.46,-52732.4
40500,5775,858.015,1662.83,-52722.7
40600,5790,862.289,1671.11,-52723.3
40700,5805,860.448,1667.54,-52711.8
40800,5820,865.592,1677.51,-52714.2
40900,5835,858.271,1663.33,-52691.7
41000,5850,865.868,1678.05,-52699.1
41100,5865,867.157,1680.55,-52693.7
41200,5880,866.736,1679.73,-52684.7
41300,5895,867.922,1682.03,-52679.5
41400,5910,863.186,1672.85,-52661.9
41500,5925,869.609,1685.3,-52667.1
41600,5940,866.918,1680.08,-52653.6
41700,5955,863.448,1673.36,-52638.6
41800,5970,872.139,1690.2,-52648.3
41900,5985,869.949,1685.96,-52635.7
42000,6000,867.874,1681.94,-52623.7
42100,6015,870.247,1686.54,-52620.5
42200,6030,869.621,1685.32,-52611.3
42300,6045,868.487,1683.12,-52601.1
42400,6060,874.264,1694.32,-52604.8
42500,6075,872.268,1690.45,-52592.9
42600,6090,878.455,1702.44,-52597.5
42700,6105,873.698,1693.22,-52580
42800,6120,871.675,1689.3,-52568.1
42900,6135,873.572,1692.98,-52563.9
43000,6150,877.856,1701.28,-52564.4
43100,6165,877.554,1700.69,-52555.7
43200,6180,878.832,1703.17,-52550.3
43300,6195,877.447,1700.49,-52539.7
43400,6210,877.008,1699.64,-52531
43500,6225,877.792,1701.16,-52524.4
43600,6240,879.423,1704.32,-52520.2
43700,6255,877.155,1699.92,-52507.6
43800,6270,880.923,1707.23,-52507.3
43900,6285,881.141,1707.65,-52499.8
44000,6300,877.574,1700.73,-52484.5
44100,6315,883.28,1711.79,-52488.2
44200,6330,880.328,1706.07,-52474.5
44300,6345,884.815,1714.77,-52475.6
44400,6360,881.864,1709.05,-52461.4
44500,6375,887.861,1720.67,-52465.4
44600,6390,886.684,1718.39,-52454.9
44700,6405,880.573,1706.55,-52435.1
44800,6420,883.865,1712.93,-52433.7
44900,6435,889.637,1724.11,-52436.9
45000,6450,891.046,1726.84,-52432
45100,6465,885.284,1715.68,-52412.4
45200,6480,891.242,1727.22,-52416.7
45300,6495,889.551,1723.95,-52405.1
45400,6510,888.375,1721.67,-52394.6
45500,6525,898.294,1740.89,-52406.9
45600,6540,888.091,1721.12,-52378.1
45700,6555,897.006,1738.39,-52388.1
45800,6570,896.129,1736.69,-52378.5
45900,6585,898.373,1741.04,-52375
46000,6600,896.073,1736.58,-52362.6
46100,6615,900.252,1744.68,-52363.1
46200,6630,896.701,1737.8,-52348.1
46300,6645,906.1,1756.02,-52358.7
46400,6660,904.697,1753.3,-52348.4
46500,6675,902.235,1748.53,-52335.2
46600,6690,910.575,1764.69,-52343.9
46700,6705,908.327,1760.33,-52331.2
46800,6720,911.756,1766.98,-52330.5
46900,6735,912.63,1768.67,-52324
47000,6750,909.094,1761.82,-52308.8
47100,6765,917.661,1778.42,-52318.2
47200,6780,911.378,1766.25,-52297.7
47300,6795,919.141,1781.29,-52305.4
47400,6810,919.442,1781.87,-52297.9
47500,6825,920.032,1783.02,-52290.8
47600,6840,929.242,1800.87,-52302
47700,6855,923.932,1790.58,-52283
47800,6870,921.447,1785.76,-52270.3
47900,6885,930.646,1803.59,-52280.7
48000,6900,931.219,1804.7,-52273.7
48100,6915,929.868,1802.08,-52263.2
48200,6930,930.558,1803.42,-52256.8
48300,6945,927.787,1798.05,-52243.4
48400,6960,930.171,1802.67,-52240.3
48500,6975,937.777,1817.41,-52247.6
48600,6990,929.495,1801.36,-52222.9
48700,7005,938.483,1818.77,-52232.8
48800,7020,936.828,1815.57,-52221.5
48900,7035,938.388,1818.59,-52216.9
49000,7050,942.125,1825.83,-52216.4
49100,7065,943.719,1828.92,-52211.3
49200,7080,946.235,1833.8,-52208.6
