Step,Time,Total Energy,Potential,Kinetic,Temperature
87300,261900,-3098.583369,-3193.189101,94.60573179,792.9605843
87400,262200,-3098.488809,-3194.236295,95.74748553,802.5304666
87500,262500,-3098.543422,-3196.107222,97.5637997,817.7543385
87600,262800,-3098.632966,-3191.979257,93.34629085,782.4042786
87700,263100,-3098.54843,-3198.23094,99.68251095,835.512824
87800,263400,-3098.642742,-3194.368994,95.72625139,802.3524875
87900,263700,-3098.476856,-3194.255394,95.77853803,802.7907405
88000,264000,-3098.50049,-3194.13465,95.63415991,801.5806008
88100,264300,-3098.544932,-3194.333094,95.78816196,802.8714058
88200,264600,-3098.644115,-3192.618661,93.97454603,787.6701498
88300,264900,-3098.549099,-3196.539417,97.99031769,821.3293011
88400,265200,-3098.513241,-3196.788065,98.27482325,823.7139526
88500,265500,-3098.564797,-3192.94943,94.38463257,791.1073883
88600,265800,-3098.625938,-3197.839534,99.21359676,831.5825074
88700,266100,-3098.432732,-3189.526864,91.09413233,763.5272729
88800,266400,-3098.474622,-3194.637625,96.16300343,806.0132293
88900,266700,-3098.659579,-3194.997352,96.33777327,807.4781045
89000,267000,-3098.664819,-3195.60076,96.9359412,812.4917922
89100,267300,-3098.52663,-3191.58677,93.06014014,780.005838
89200,267600,-3098.437851,-3192.729927,94.29207596,790.3316029
89300,267900,-3098.477287,-3196.06068,97.58339341,817.9185678
89400,268200,-3098.530853,-3193.840164,95.30931071,798.8577994
89500,268500,-3098.5249,-3194.701778,96.17687832,806.129525
89600,268800,-3098.480578,-3194.706278,96.22570047,806.5387395
89700,269100,-3098.534112,-3193.0329,94.49878757,792.0642058
89800,269400,-3098.588743,-3196.32404,97.7352975,819.1917884
89900,269700,-3098.523206,-3197.523515,99.00030816,829.794778
90000,270000,-3098.491684,-3196.164617,97.67293249,818.6690611
90100,270300,-3098.088493,-3192.375884,94.2873909,790.2923339
90200,270600,-3097.440655,-3188.880985,91.44032967,766.4290088
90300,270900,-3096.862979,-3190.762312,93.89933275,787.0397317
90400,271200,-3096.442959,-3190.673215,94.2302563,789.8134466
90500,271500,-3096.071565,-3190.964595,94.89302999,795.368643
90600,271800,-3095.562821,-3189.284108,93.72128738,785.5474018
90700,272100,-3095.171745,-3192.658695,97.48695018,817.1102059
90800,272400,-3095.046639,-3195.444883,100.398244,841.5119122
90900,272700,-3094.779433,-3192.357436,97.57800291,817.8733861
91000,273000,-3094.455468,-3189.741717,95.28624939,798.6645054
91100,273300,-3094.100543,-3193.809246,99.7087033,835.7323614
91200,273600,-3093.869535,-3188.685418,94.8158827,794.7220145
91300,273900,-3093.540165,-3187.392669,93.85250482,786.6472322
91400,274200,-3093.293294,-3192.133128,98.83983435,828.4497283
91500,274500,-3093.070359,-3190.919569,97.84920931,820.1465674
91600,274800,-3092.788626,-3191.780916,98.99229041,829.7275753
91700,275100,-3092.571885,-3190.69971,98.12782538,822.4818547
91800,275400,-3091.988585,-3185.523047,93.53446274,783.9814864
91900,275700,-3091.63263,-3188.288679,96.65604868,810.1458061
92000,276000,-3091.549131,-3192.489878,100.9407475,846.059035
92100,276300,-3091.362904,-3188.916361,97.5534572,817.6676504
92200,276600,-3091.24136,-3189.289994,98.048634,821.8180932
92300,276900,-3090.899538,-3186.893402,95.99386335,804.5955412
92400,277200,-3090.622568,-3190.747952,100.1253839,839.2248693
92500,277500,-3090.416188,-3189.624328,99.2081403,831.5367728
92600,277800,-3090.133938,-3185.462214,95.32827544,799.0167568
92700,278100,-3089.737081,-3188.106425,98.36934453,824.5062053
92800,278400,-3089.605325,-3187.935816,98.33049117,824.1805466
92900,278700,-3089.234603,-3183.806334,94.57173114,792.6755997
93000,279000,-3088.974339,-3184.930802,95.95646339,804.2820645
93100,279300,-3088.67452,-3189.043983,100.3694634,841.2706803
93200,279600,-3088.600978,-3190.307379,101.7064002,852.4765365
93300,279900,-3088.334667,-3186.220915,97.88624805,820.4570165
93400,280200,-3088.084678,-3190.6235,102.5388221,859.4536794
93500,280500,-3087.789628,-3184.169574,96.37994668,807.831591
93600,280800,-3087.591747,-3186.446786,98.85503864,828.5771667
93700,281100,-3087.414503,-3185.935906,98.52140258,825.7807163
93800,281400,-3087.099164,-3183.99169,96.89252592,812.1278967
93900,281700,-3086.926502,-3187.026751,100.1002498,839.0142024
94000,282000,-3086.739133,-3182.729239,95.99010577,804.5640462
94100,282300,-3086.405588,-3187.862962,101.4573736,850.3892604
94200,282600,-3086.311194,-3188.946713,102.6355192,860.2641694
94300,282900,-3086.47598,-3187.585115,101.1091357,847.4704208
94400,283200,-3086.299137,-3182.509447,96.21030996,806.4097403
94500,283500,-3086.062679,-3188.166168,102.1034883,855.8048252
94600,283800,-3085.998548,-3182.506181,96.5076335,808.9018287
94700,284100,-3085.785371,-3184.293137,98.50776613,825.6664191
94800,284400,-3085.887772,-3187.361037,101.4732648,850.5224562
94900,284700,-3085.813125,-3185.117364,99.30423912,832.3422481
95000,285000,-3085.766885,-3182.903821,97.13693666,814.1764838
95100,285300,-3085.680253,-3182.509212,96.82895942,811.5950988
95200,285600,-3085.843764,-3188.739763,102.8959992,862.4474444
95300,285900,-3085.839029,-3184.657638,98.81860885,828.2718217
95400,286200,-3085.728332,-3180.807743,95.07941085,796.9308387
95500,286500,-3085.715193,-3185.37926,99.66406678,835.3582297
95600,286800,-3085.678242,-3184.748294,99.07005173,830.3793504
95700,287100,-3085.664266,-3182.186641,96.52237483,809.0253867
95800,287400,-3085.775986,-3182.447343,96.67135668,810.2741137
95900,287700,-3085.767981,-3185.348724,99.58074342,834.659835
96000,288000,-3085.778452,-3183.960088,98.18163604,822.9328817
96100,288300,-3085.765941,-3186.825918,101.0599775,847.0583899
96200,288600,-3085.71319,-3185.410569,99.69737895,835.6374436
96300,288900,-3085.808911,-3190.309016,104.5001053,875.8926439
96400,289200,-3085.807063,-3188.119597,102.3125343,857.5569944
96500,289500,-3085.826775,-3186.069557,100.2427813,840.2088641
96600,289800,-3085.697942,-3182.05652,96.35857822,807.6524862
96700,290100,-3085.701003,-3182.200939,96.4999355,808.8373061
96800,290400,-3085.759297,-3186.204866,100.4455686,841.9085742
96900,290700,-3085.84882,-3184.883596,99.03477581,830.0836768
97000,291000,-3085.779232,-3185.168551,99.38931905,833.0553658
97100,291300,-3085.785772,-3186.211058,100.4252854,841.7385662
97200,291600,-3085.867802,-3188.760342,102.8925396,862.4184474
97300,291900,-3085.827282,-3186.570625,100.7433423,844.4044355
97400,292200,-3085.660433,-3186.497972,100.8375397,845.193974
97500,292500,-3085.747075,-3184.559083,98.8120083,828.2164977
97600,292800,-3085.762392,-3187.855137,102.0927448,855.7147755
97700,293100,-3085.770279,-3185.939403,100.1691242,839.5914894
97800,293400,-3085.677424,-3185.519427,99.84200227,836.8496386
97900,293700,-3085.728016,-3184.658855,98.93083927,829.2125078
98000,294000,-3085.723423,-3181.451088,95.72766508,802.3643367
98100,294300,-3085.7589,-3184.345552,98.58665225,826.3276219
98200,294600,-3085.746976,-3184.249335,98.50235865,825.621095
98300,294900,-3085.725629,-3184.872951,99.1473225,831.0270139
98400,295200,-3085.75381,-3183.898192,98.14438245,822.6206318
98500,295500,-3085.765944,-3186.953769,101.1878247,848.1299718
98600,295800,-3085.749107,-3184.603987,98.85487954,828.5758332
98700,296100,-3085.762492,-3182.505908,96.7434164,810.8780995
98800,296400,-3085.800319,-3187.046531,101.2462116,848.6193553
98900,296700,-3085.811723,-3187.478627,101.6669041,852.1454904
99000,297000,-3085.80092,-3185.253335,99.45241558,833.5842245
99100,297300,-3085.745622,-3183.445807,97.70018487,818.8974834
99200,297600,-3085.673664,-3183.839377,98.16571259,822.7994154
99300,297900,-3085.829269,-3184.977769,99.14849992,831.0368827
99400,298200,-3085.81055,-3184.682411,98.8718607,828.7181649
99500,298500,-3085.696418,-3185.400278,99.70386074,835.6917723
99600,298800,-3085.680859,-3184.719915,99.03905674,830.1195585
99700,299100,-3085.748328,-3188.81774,103.0694114,863.9009408
99800,299400,-3085.848784,-3187.126461,101.2776771,848.8830905
99900,299700,-3085.817953,-3183.830799,98.01284556,821.5181238
